model_id,provider,model_version,sample_id,family,recipe,label,answer_letter,parsed_letter,is_correct,is_unparseable,is_abstention,response_text
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_01__11335,real_transfer,messenger_upload_download,hair_brush,E,E,True,False,False,E
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_01__11437,real_transfer,messenger_upload_download,training_marker_cone,J,J,True,False,False,J
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_01__11446,real_transfer,messenger_upload_download,shoes,H,H,True,False,False,H
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_01__11460,real_transfer,messenger_upload_download,pan,G,G,True,False,False,G
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_01__11677,real_transfer,messenger_upload_download,baseball,A,A,True,False,False,A
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_01__11716,real_transfer,messenger_upload_download,toy,I,I,True,False,False,I
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_01__11735,real_transfer,messenger_upload_download,toy,I,I,True,False,False,I
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_01__11747,real_transfer,messenger_upload_download,training_marker_cone,J,J,True,False,False,J
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_01__11758,real_transfer,messenger_upload_download,lg_cell_phone,F,F,True,False,False,F
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_01__11887,real_transfer,messenger_upload_download,dymo_label_maker,D,F,False,False,False,F
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_01__12027,real_transfer,messenger_upload_download,toy,I,I,True,False,False,I
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_01__12043,real_transfer,messenger_upload_download,dymo_label_maker,D,D,True,False,False,D
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_01__12528,real_transfer,messenger_upload_download,canon_camera,C,C,True,False,False,C
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_01__12815,real_transfer,messenger_upload_download,calcium_bottle,B,D,False,False,False,D
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_01__13252,real_transfer,messenger_upload_download,shoes,H,H,True,False,False,H
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_01__13315,real_transfer,messenger_upload_download,hair_brush,E,G,False,False,False,G
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_01__13506,real_transfer,messenger_upload_download,calcium_bottle,B,B,True,False,False,B
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_01__13712,real_transfer,messenger_upload_download,hair_brush,E,E,True,False,False,E
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__09904,real_transfer,messenger_upload_download,lg_cell_phone,F,F,True,False,False,F
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__09958,real_transfer,messenger_upload_download,dymo_label_maker,D,D,True,False,False,D
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__10183,real_transfer,messenger_upload_download,baseball,A,A,True,False,False,A
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__10243,real_transfer,messenger_upload_download,canon_camera,C,C,True,False,False,C
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__10457,real_transfer,messenger_upload_download,training_marker_cone,J,J,True,False,False,J
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__10530,real_transfer,messenger_upload_download,canon_camera,C,D,False,False,False,D
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__10640,real_transfer,messenger_upload_download,shoes,H,H,True,False,False,H
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__10714,real_transfer,messenger_upload_download,pan,G,G,True,False,False,G
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__11059,real_transfer,messenger_upload_download,baseball,A,A,True,False,False,A
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__11101,real_transfer,messenger_upload_download,lg_cell_phone,F,F,True,False,False,F
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__11247,real_transfer,messenger_upload_download,calcium_bottle,B,B,True,False,False,B
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__11285,real_transfer,messenger_upload_download,pan,G,G,True,False,False,G
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__11335,real_transfer,messenger_upload_download,hair_brush,E,E,True,False,False,E
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__11437,real_transfer,messenger_upload_download,training_marker_cone,J,J,True,False,False,J
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__11446,real_transfer,messenger_upload_download,shoes,H,H,True,False,False,H
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__11460,real_transfer,messenger_upload_download,pan,G,G,True,False,False,G
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__11677,real_transfer,messenger_upload_download,baseball,A,A,True,False,False,A
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__11716,real_transfer,messenger_upload_download,toy,I,I,True,False,False,I
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__11735,real_transfer,messenger_upload_download,toy,I,I,True,False,False,I
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__11747,real_transfer,messenger_upload_download,training_marker_cone,J,J,True,False,False,J
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__11758,real_transfer,messenger_upload_download,lg_cell_phone,F,F,True,False,False,F
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__11887,real_transfer,messenger_upload_download,dymo_label_maker,D,F,False,False,False,F
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__12027,real_transfer,messenger_upload_download,toy,I,I,True,False,False,I
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__12043,real_transfer,messenger_upload_download,dymo_label_maker,D,D,True,False,False,D
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__12528,real_transfer,messenger_upload_download,canon_camera,C,C,True,False,False,C
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__12815,real_transfer,messenger_upload_download,calcium_bottle,B,D,False,False,False,D
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__13252,real_transfer,messenger_upload_download,shoes,H,H,True,False,False,H
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__13315,real_transfer,messenger_upload_download,hair_brush,E,G,False,False,False,G
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__13506,real_transfer,messenger_upload_download,calcium_bottle,B,B,True,False,False,B
GigaChat-2-Pro,gigachat,,real_transfer__messenger_upload_download__rep_02__13712,real_transfer,messenger_upload_download,hair_brush,E,E,True,False,False,E
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__09904,real_transfer,phone_screenshot_resave,lg_cell_phone,F,F,True,False,False,F
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__09958,real_transfer,phone_screenshot_resave,dymo_label_maker,D,D,True,False,False,D
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__10183,real_transfer,phone_screenshot_resave,baseball,A,A,True,False,False,A
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__10243,real_transfer,phone_screenshot_resave,canon_camera,C,C,True,False,False,C
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__10457,real_transfer,phone_screenshot_resave,training_marker_cone,J,J,True,False,False,J
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__10530,real_transfer,phone_screenshot_resave,canon_camera,C,D,False,False,False,D
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__10640,real_transfer,phone_screenshot_resave,shoes,H,H,True,False,False,H
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__10714,real_transfer,phone_screenshot_resave,pan,G,G,True,False,False,G
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__11059,real_transfer,phone_screenshot_resave,baseball,A,A,True,False,False,A
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__11101,real_transfer,phone_screenshot_resave,lg_cell_phone,F,F,True,False,False,F
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__11247,real_transfer,phone_screenshot_resave,calcium_bottle,B,B,True,False,False,B
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__11285,real_transfer,phone_screenshot_resave,pan,G,G,True,False,False,G
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__11335,real_transfer,phone_screenshot_resave,hair_brush,E,E,True,False,False,E
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__11437,real_transfer,phone_screenshot_resave,training_marker_cone,J,J,True,False,False,J
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__11446,real_transfer,phone_screenshot_resave,shoes,H,H,True,False,False,H
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__11460,real_transfer,phone_screenshot_resave,pan,G,G,True,False,False,G
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__11677,real_transfer,phone_screenshot_resave,baseball,A,A,True,False,False,A
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__11716,real_transfer,phone_screenshot_resave,toy,I,I,True,False,False,I
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__11735,real_transfer,phone_screenshot_resave,toy,I,I,True,False,False,I
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__11747,real_transfer,phone_screenshot_resave,training_marker_cone,J,J,True,False,False,J
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__11758,real_transfer,phone_screenshot_resave,lg_cell_phone,F,F,True,False,False,F
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__11887,real_transfer,phone_screenshot_resave,dymo_label_maker,D,F,False,False,False,F
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__12027,real_transfer,phone_screenshot_resave,toy,I,I,True,False,False,I
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__12043,real_transfer,phone_screenshot_resave,dymo_label_maker,D,D,True,False,False,D
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__12528,real_transfer,phone_screenshot_resave,canon_camera,C,C,True,False,False,C
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__12815,real_transfer,phone_screenshot_resave,calcium_bottle,B,E,False,False,False,E
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__13252,real_transfer,phone_screenshot_resave,shoes,H,H,True,False,False,H
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__13315,real_transfer,phone_screenshot_resave,hair_brush,E,E,True,False,False,E
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__13506,real_transfer,phone_screenshot_resave,calcium_bottle,B,B,True,False,False,B
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_01__13712,real_transfer,phone_screenshot_resave,hair_brush,E,E,True,False,False,E
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__09904,real_transfer,phone_screenshot_resave,lg_cell_phone,F,F,True,False,False,F
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__09958,real_transfer,phone_screenshot_resave,dymo_label_maker,D,D,True,False,False,D
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__10183,real_transfer,phone_screenshot_resave,baseball,A,A,True,False,False,A
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__10243,real_transfer,phone_screenshot_resave,canon_camera,C,C,True,False,False,C
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__10457,real_transfer,phone_screenshot_resave,training_marker_cone,J,J,True,False,False,J
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__10530,real_transfer,phone_screenshot_resave,canon_camera,C,C,True,False,False,C
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__10640,real_transfer,phone_screenshot_resave,shoes,H,H,True,False,False,H
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__10714,real_transfer,phone_screenshot_resave,pan,G,G,True,False,False,G
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__11059,real_transfer,phone_screenshot_resave,baseball,A,A,True,False,False,A
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__11101,real_transfer,phone_screenshot_resave,lg_cell_phone,F,F,True,False,False,F
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__11247,real_transfer,phone_screenshot_resave,calcium_bottle,B,B,True,False,False,B
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__11285,real_transfer,phone_screenshot_resave,pan,G,G,True,False,False,G
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__11335,real_transfer,phone_screenshot_resave,hair_brush,E,E,True,False,False,E
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__11437,real_transfer,phone_screenshot_resave,training_marker_cone,J,J,True,False,False,J
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__11446,real_transfer,phone_screenshot_resave,shoes,H,H,True,False,False,H
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__11460,real_transfer,phone_screenshot_resave,pan,G,G,True,False,False,G
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__11677,real_transfer,phone_screenshot_resave,baseball,A,A,True,False,False,A
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__11716,real_transfer,phone_screenshot_resave,toy,I,I,True,False,False,I
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__11735,real_transfer,phone_screenshot_resave,toy,I,I,True,False,False,I
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__11747,real_transfer,phone_screenshot_resave,training_marker_cone,J,J,True,False,False,J
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__11758,real_transfer,phone_screenshot_resave,lg_cell_phone,F,F,True,False,False,F
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__11887,real_transfer,phone_screenshot_resave,dymo_label_maker,D,F,False,False,False,F
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__12027,real_transfer,phone_screenshot_resave,toy,I,I,True,False,False,I
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__12043,real_transfer,phone_screenshot_resave,dymo_label_maker,D,D,True,False,False,D
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__12528,real_transfer,phone_screenshot_resave,canon_camera,C,C,True,False,False,C
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__12815,real_transfer,phone_screenshot_resave,calcium_bottle,B,B,True,False,False,B
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__13252,real_transfer,phone_screenshot_resave,shoes,H,H,True,False,False,H
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__13315,real_transfer,phone_screenshot_resave,hair_brush,E,G,False,False,False,G
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__13506,real_transfer,phone_screenshot_resave,calcium_bottle,B,B,True,False,False,B
GigaChat-2-Pro,gigachat,,real_transfer__phone_screenshot_resave__rep_02__13712,real_transfer,phone_screenshot_resave,hair_brush,E,E,True,False,False,E
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__09904,real_transfer,video_call_frame_capture,lg_cell_phone,F,F,True,False,False,F
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__09958,real_transfer,video_call_frame_capture,dymo_label_maker,D,D,True,False,False,D
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__10183,real_transfer,video_call_frame_capture,baseball,A,A,True,False,False,A
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__10243,real_transfer,video_call_frame_capture,canon_camera,C,C,True,False,False,C
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__10457,real_transfer,video_call_frame_capture,training_marker_cone,J,J,True,False,False,J
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__10530,real_transfer,video_call_frame_capture,canon_camera,C,D,False,False,False,D
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__10640,real_transfer,video_call_frame_capture,shoes,H,H,True,False,False,H
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__10714,real_transfer,video_call_frame_capture,pan,G,G,True,False,False,G
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__11059,real_transfer,video_call_frame_capture,baseball,A,A,True,False,False,A
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__11101,real_transfer,video_call_frame_capture,lg_cell_phone,F,F,True,False,False,F
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__11247,real_transfer,video_call_frame_capture,calcium_bottle,B,B,True,False,False,B
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__11285,real_transfer,video_call_frame_capture,pan,G,G,True,False,False,G
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__11335,real_transfer,video_call_frame_capture,hair_brush,E,E,True,False,False,E
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__11437,real_transfer,video_call_frame_capture,training_marker_cone,J,J,True,False,False,J
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__11446,real_transfer,video_call_frame_capture,shoes,H,H,True,False,False,H
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__11460,real_transfer,video_call_frame_capture,pan,G,G,True,False,False,G
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__11677,real_transfer,video_call_frame_capture,baseball,A,A,True,False,False,A
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__11716,real_transfer,video_call_frame_capture,toy,I,I,True,False,False,I
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__11735,real_transfer,video_call_frame_capture,toy,I,I,True,False,False,I
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__11747,real_transfer,video_call_frame_capture,training_marker_cone,J,J,True,False,False,J
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__11758,real_transfer,video_call_frame_capture,lg_cell_phone,F,F,True,False,False,F
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__11887,real_transfer,video_call_frame_capture,dymo_label_maker,D,F,False,False,False,F
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__12027,real_transfer,video_call_frame_capture,toy,I,I,True,False,False,I
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__12043,real_transfer,video_call_frame_capture,dymo_label_maker,D,D,True,False,False,D
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__12528,real_transfer,video_call_frame_capture,canon_camera,C,D,False,False,False,D
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__12815,real_transfer,video_call_frame_capture,calcium_bottle,B,B,True,False,False,B
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__13252,real_transfer,video_call_frame_capture,shoes,H,H,True,False,False,H
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__13315,real_transfer,video_call_frame_capture,hair_brush,E,G,False,False,False,G
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__13506,real_transfer,video_call_frame_capture,calcium_bottle,B,B,True,False,False,B
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_01__13712,real_transfer,video_call_frame_capture,hair_brush,E,E,True,False,False,E
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_02__09904,real_transfer,video_call_frame_capture,lg_cell_phone,F,F,True,False,False,F
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_02__09958,real_transfer,video_call_frame_capture,dymo_label_maker,D,D,True,False,False,D
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_02__10183,real_transfer,video_call_frame_capture,baseball,A,A,True,False,False,A
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_02__10243,real_transfer,video_call_frame_capture,canon_camera,C,D,False,False,False,D
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_02__10457,real_transfer,video_call_frame_capture,training_marker_cone,J,J,True,False,False,J
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_02__10530,real_transfer,video_call_frame_capture,canon_camera,C,D,False,False,False,D
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_02__10640,real_transfer,video_call_frame_capture,shoes,H,H,True,False,False,H
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_02__10714,real_transfer,video_call_frame_capture,pan,G,G,True,False,False,G
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_02__11059,real_transfer,video_call_frame_capture,baseball,A,A,True,False,False,A
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_02__11101,real_transfer,video_call_frame_capture,lg_cell_phone,F,F,True,False,False,F
GigaChat-2-Pro,gigachat,,real_transfer__video_call_frame_capture__rep_02__11247,real_transfer,video_call_frame_capture,calcium_bottle,B,B,True,False,False,B
