family,recipe,severity,n,accuracy,mean_confidence,relative_accuracy_drop,protocol
native_cure_or,native_challenge_type_07,level_3,500,0.458,0.012165486313402652,0.15799999999999997,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_07,level_4,500,0.342,0.011705054581165313,0.27399999999999997,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_07,level_5,500,0.192,0.01132381790690124,0.424,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_08,level_1,500,0.552,0.012908288300037384,0.06399999999999995,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_08,level_2,500,0.518,0.012749124417081476,0.09799999999999998,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_08,level_3,500,0.486,0.01256526118516922,0.13,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_08,level_4,500,0.442,0.012233263839036227,0.174,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_08,level_5,500,0.4,0.011900360561907292,0.21599999999999997,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_09,level_1,500,0.476,0.012849337795749307,0.14,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_09,level_2,500,0.38,0.012165478290989995,0.236,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_09,level_3,500,0.226,0.011626624638214707,0.39,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_09,level_4,500,0.088,0.011243987387046218,0.528,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_09,level_5,500,0.014,0.01099099644459784,0.602,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_11,level_1,500,0.49,0.013472997359931469,0.126,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_11,level_2,500,0.472,0.013442694135010242,0.14400000000000002,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_11,level_3,500,0.466,0.013329273033887147,0.14999999999999997,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_11,level_4,500,0.424,0.01312038204073906,0.192,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_12,level_1,499,0.45490981963927857,0.013303187246507179,0.16109018036072142,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_12,level_2,500,0.456,0.01327911247499287,0.15999999999999998,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_12,level_3,500,0.46,0.013235296070575714,0.15599999999999997,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_12,level_4,500,0.462,0.01313837737031281,0.15399999999999997,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_12,level_5,500,0.418,0.012848767083138228,0.198,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_13,level_1,500,0.472,0.013351020887494087,0.14400000000000002,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_13,level_2,500,0.364,0.012710629908367991,0.252,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_13,level_3,500,0.284,0.012419871475547552,0.332,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_13,level_4,500,0.22,0.01215281748212874,0.396,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_13,level_5,500,0.182,0.012027276538312434,0.434,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_14,level_1,500,0.102,0.011612333741039038,0.514,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_14,level_2,500,0.032,0.010921949142590166,0.584,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_14,level_3,500,0.016,0.011005112271755933,0.6,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_14,level_4,500,0.014,0.011127449940890074,0.602,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_14,level_5,500,0.012,0.011246481383219362,0.604,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_15,level_1,500,0.426,0.013149672789499163,0.19,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_15,level_2,500,0.378,0.012966486329212785,0.238,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_15,level_3,500,0.36,0.01287587507069111,0.256,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_15,level_4,500,0.35,0.01280028273165226,0.266,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_15,level_5,500,0.344,0.012706978537142278,0.272,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_16,level_1,500,0.432,0.012634485812857747,0.184,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_16,level_2,500,0.36,0.012135029474273324,0.256,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_16,level_3,500,0.234,0.0117786593940109,0.382,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_16,level_4,500,0.138,0.011394873509183527,0.478,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_16,level_5,500,0.056,0.011104733508080245,0.5599999999999999,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_17,level_1,500,0.38,0.0123785860799253,0.236,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_17,level_2,500,0.332,0.012203598605468869,0.284,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_17,level_3,500,0.292,0.012005113521590829,0.324,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_17,level_4,500,0.252,0.01176899811811745,0.364,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_17,level_5,500,0.194,0.011485210763290524,0.422,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_18,level_1,500,0.254,0.012051481042057275,0.362,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_18,level_2,500,0.148,0.011552728664129973,0.46799999999999997,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_18,level_3,500,0.078,0.011074049035087227,0.538,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_18,level_4,500,0.028,0.01082956805638969,0.588,full_cure_or_leave_clean_condition_out_prototype
native_cure_or,native_challenge_type_18,level_5,500,0.008,0.010693569242954254,0.608,full_cure_or_leave_clean_condition_out_prototype
