model_id,provider,model_version,sample_id,family,recipe,label,answer_letter,parsed_letter,is_correct,is_unparseable,is_abstention,response_text
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__12528,clean,clean,canon_camera,C,C,True,False,False,C
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__12550,clean,clean,lg_cell_phone,F,D,False,False,False,D
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__12582,clean,clean,pan,G,G,True,False,False,G
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__12605,clean,clean,shoes,H,H,True,False,False,H. shoes
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__12704,clean,clean,lg_cell_phone,F,F,True,False,False,F
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__12706,clean,clean,dymo_label_maker,D,D,True,False,False,D
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__12815,clean,clean,calcium_bottle,B,D,False,False,False,D
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__12844,clean,clean,pan,G,G,True,False,False,G
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__13037,clean,clean,shoes,H,H,True,False,False,H. shoes
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__13124,clean,clean,canon_camera,C,C,True,False,False,C
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__13142,clean,clean,pan,G,G,True,False,False,G
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__13252,clean,clean,shoes,H,H,True,False,False,H. shoes
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__13291,clean,clean,dymo_label_maker,D,D,True,False,False,D
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__13315,clean,clean,hair_brush,E,E,True,False,False,E
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__13506,clean,clean,calcium_bottle,B,B,True,False,False,B
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__13590,clean,clean,baseball,A,A,True,False,False,A. baseball
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__13638,clean,clean,training_marker_cone,J,J,True,False,False,J
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__13641,clean,clean,canon_camera,C,C,True,False,False,C
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__13712,clean,clean,hair_brush,E,E,True,False,False,E
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__13724,clean,clean,baseball,A,A,True,False,False,A. baseball
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__13725,clean,clean,dymo_label_maker,D,D,True,False,False,D. DYMO label maker
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__13780,clean,clean,lg_cell_phone,F,F,True,False,False,F
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__13819,clean,clean,shoes,H,H,True,False,False,H. shoes
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__13820,clean,clean,hair_brush,E,E,True,False,False,E
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__13864,clean,clean,toy,I,I,True,False,False,I. toy
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__13870,clean,clean,lg_cell_phone,F,F,True,False,False,F
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__13897,clean,clean,lg_cell_phone,F,F,True,False,False,F
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__13924,clean,clean,canon_camera,C,C,True,False,False,C
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__13931,clean,clean,toy,I,I,True,False,False,I. toy
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__14003,clean,clean,training_marker_cone,J,J,True,False,False,J
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__14029,clean,clean,training_marker_cone,J,J,True,False,False,J
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__14220,clean,clean,calcium_bottle,B,B,True,False,False,B
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__14382,clean,clean,pan,G,G,True,False,False,G
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__14405,clean,clean,calcium_bottle,B,B,True,False,False,B
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__14426,clean,clean,shoes,H,H,True,False,False,H. shoes
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__14484,clean,clean,canon_camera,C,C,True,False,False,C
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__14640,clean,clean,shoes,H,H,True,False,False,H. shoes
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__14751,clean,clean,training_marker_cone,J,J,True,False,False,J
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__14754,clean,clean,dymo_label_maker,D,D,True,False,False,D
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__14773,clean,clean,baseball,A,A,True,False,False,A. baseball
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__14836,clean,clean,dymo_label_maker,D,D,True,False,False,D
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__14901,clean,clean,training_marker_cone,J,J,True,False,False,J
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__14978,clean,clean,calcium_bottle,B,B,True,False,False,B. calcium bottle
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__15012,clean,clean,calcium_bottle,B,B,True,False,False,B
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__15024,clean,clean,baseball,A,A,True,False,False,A. baseball
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__15051,clean,clean,hair_brush,E,E,True,False,False,E
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__15150,clean,clean,dymo_label_maker,D,C,False,False,False,C
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__15162,clean,clean,hair_brush,E,E,True,False,False,E
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__15164,clean,clean,lg_cell_phone,F,F,True,False,False,F
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__15207,clean,clean,calcium_bottle,B,B,True,False,False,B
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__15222,clean,clean,calcium_bottle,B,B,True,False,False,B
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__15247,clean,clean,toy,I,I,True,False,False,I. toy
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__15309,clean,clean,baseball,A,A,True,False,False,A. baseball
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__15321,clean,clean,toy,I,I,True,False,False,I. toy
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__15381,clean,clean,calcium_bottle,B,B,True,False,False,B
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__15409,clean,clean,dymo_label_maker,D,C,False,False,False,C
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__15491,clean,clean,hair_brush,E,E,True,False,False,E
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__15550,clean,clean,hair_brush,E,E,True,False,False,E
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__15600,clean,clean,toy,I,I,True,False,False,I. toy
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__15604,clean,clean,training_marker_cone,J,J,True,False,False,J
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__15621,clean,clean,baseball,A,A,True,False,False,A. baseball
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__15631,clean,clean,shoes,H,H,True,False,False,H. shoes
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__15716,clean,clean,canon_camera,C,C,True,False,False,C
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__15772,clean,clean,pan,G,G,True,False,False,G
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__15808,clean,clean,pan,G,G,True,False,False,G
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__15874,clean,clean,hair_brush,E,E,True,False,False,E
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__15877,clean,clean,training_marker_cone,J,J,True,False,False,J
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__16118,clean,clean,toy,I,I,True,False,False,I. toy
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__16451,clean,clean,canon_camera,C,C,True,False,False,C
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__16481,clean,clean,canon_camera,C,C,True,False,False,C
OpenGVLab/InternVL3-1B-hf,huggingface,,clean__clean__clean__16499,clean,clean,toy,I,I,True,False,False,I. toy
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__09904,real_transfer,messenger_upload_download,lg_cell_phone,F,D,False,False,False,D
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__09958,real_transfer,messenger_upload_download,dymo_label_maker,D,D,True,False,False,D
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__10183,real_transfer,messenger_upload_download,baseball,A,A,True,False,False,A. baseball
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__10243,real_transfer,messenger_upload_download,canon_camera,C,C,True,False,False,C
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__10457,real_transfer,messenger_upload_download,training_marker_cone,J,J,True,False,False,J
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__10530,real_transfer,messenger_upload_download,canon_camera,C,C,True,False,False,C
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__10640,real_transfer,messenger_upload_download,shoes,H,H,True,False,False,H. shoes
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__10714,real_transfer,messenger_upload_download,pan,G,G,True,False,False,G
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__10854,real_transfer,messenger_upload_download,shoes,H,H,True,False,False,H. shoes
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__11059,real_transfer,messenger_upload_download,baseball,A,A,True,False,False,A. baseball
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__11101,real_transfer,messenger_upload_download,lg_cell_phone,F,F,True,False,False,F
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__11247,real_transfer,messenger_upload_download,calcium_bottle,B,B,True,False,False,B
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__11285,real_transfer,messenger_upload_download,pan,G,G,True,False,False,G
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__11291,real_transfer,messenger_upload_download,lg_cell_phone,F,F,True,False,False,F
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__11335,real_transfer,messenger_upload_download,hair_brush,E,E,True,False,False,E
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__11437,real_transfer,messenger_upload_download,training_marker_cone,J,J,True,False,False,J
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__11442,real_transfer,messenger_upload_download,baseball,A,A,True,False,False,A. baseball
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__11446,real_transfer,messenger_upload_download,shoes,H,H,True,False,False,H. shoes
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__11460,real_transfer,messenger_upload_download,pan,G,G,True,False,False,G
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__11608,real_transfer,messenger_upload_download,pan,G,G,True,False,False,G
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__11677,real_transfer,messenger_upload_download,baseball,A,A,True,False,False,A. baseball
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__11716,real_transfer,messenger_upload_download,toy,I,I,True,False,False,I. toy
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__11735,real_transfer,messenger_upload_download,toy,I,I,True,False,False,I. toy
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__11747,real_transfer,messenger_upload_download,training_marker_cone,J,J,True,False,False,J
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__11758,real_transfer,messenger_upload_download,lg_cell_phone,F,F,True,False,False,F
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__11887,real_transfer,messenger_upload_download,dymo_label_maker,D,D,True,False,False,D
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__11890,real_transfer,messenger_upload_download,hair_brush,E,E,True,False,False,E
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__12027,real_transfer,messenger_upload_download,toy,I,I,True,False,False,I. toy
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__12043,real_transfer,messenger_upload_download,dymo_label_maker,D,D,True,False,False,D
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__12528,real_transfer,messenger_upload_download,canon_camera,C,C,True,False,False,C
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__12550,real_transfer,messenger_upload_download,lg_cell_phone,F,D,False,False,False,D
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__12582,real_transfer,messenger_upload_download,pan,G,G,True,False,False,G
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__12605,real_transfer,messenger_upload_download,shoes,H,H,True,False,False,H. shoes
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__12704,real_transfer,messenger_upload_download,lg_cell_phone,F,F,True,False,False,F
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__12706,real_transfer,messenger_upload_download,dymo_label_maker,D,D,True,False,False,D
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__12815,real_transfer,messenger_upload_download,calcium_bottle,B,D,False,False,False,D
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__12844,real_transfer,messenger_upload_download,pan,G,G,True,False,False,G
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__13037,real_transfer,messenger_upload_download,shoes,H,H,True,False,False,H. shoes
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__13124,real_transfer,messenger_upload_download,canon_camera,C,C,True,False,False,C
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__13142,real_transfer,messenger_upload_download,pan,G,G,True,False,False,G
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__13252,real_transfer,messenger_upload_download,shoes,H,H,True,False,False,H. shoes
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__13291,real_transfer,messenger_upload_download,dymo_label_maker,D,D,True,False,False,D
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__13315,real_transfer,messenger_upload_download,hair_brush,E,E,True,False,False,E
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__13506,real_transfer,messenger_upload_download,calcium_bottle,B,B,True,False,False,B
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__13590,real_transfer,messenger_upload_download,baseball,A,A,True,False,False,A. baseball
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__13638,real_transfer,messenger_upload_download,training_marker_cone,J,J,True,False,False,J
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__13641,real_transfer,messenger_upload_download,canon_camera,C,C,True,False,False,C
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__13712,real_transfer,messenger_upload_download,hair_brush,E,E,True,False,False,E
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__13724,real_transfer,messenger_upload_download,baseball,A,A,True,False,False,A. baseball
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__13725,real_transfer,messenger_upload_download,dymo_label_maker,D,D,True,False,False,D. DYMO label maker
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__13780,real_transfer,messenger_upload_download,lg_cell_phone,F,F,True,False,False,F
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__13819,real_transfer,messenger_upload_download,shoes,H,H,True,False,False,H. shoes
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__13820,real_transfer,messenger_upload_download,hair_brush,E,E,True,False,False,E
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__13864,real_transfer,messenger_upload_download,toy,I,I,True,False,False,I. toy
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__13870,real_transfer,messenger_upload_download,lg_cell_phone,F,F,True,False,False,F
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__13897,real_transfer,messenger_upload_download,lg_cell_phone,F,F,True,False,False,F
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__13924,real_transfer,messenger_upload_download,canon_camera,C,C,True,False,False,C
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__13931,real_transfer,messenger_upload_download,toy,I,I,True,False,False,I. toy
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__14003,real_transfer,messenger_upload_download,training_marker_cone,J,J,True,False,False,J
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__14029,real_transfer,messenger_upload_download,training_marker_cone,J,J,True,False,False,J
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__14220,real_transfer,messenger_upload_download,calcium_bottle,B,B,True,False,False,B
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__14382,real_transfer,messenger_upload_download,pan,G,G,True,False,False,G
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__14405,real_transfer,messenger_upload_download,calcium_bottle,B,B,True,False,False,B
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__14426,real_transfer,messenger_upload_download,shoes,H,H,True,False,False,H. shoes
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__14484,real_transfer,messenger_upload_download,canon_camera,C,C,True,False,False,C
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__14640,real_transfer,messenger_upload_download,shoes,H,H,True,False,False,H. shoes
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__14751,real_transfer,messenger_upload_download,training_marker_cone,J,J,True,False,False,J
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__14754,real_transfer,messenger_upload_download,dymo_label_maker,D,D,True,False,False,D
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__14773,real_transfer,messenger_upload_download,baseball,A,A,True,False,False,A. baseball
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__14836,real_transfer,messenger_upload_download,dymo_label_maker,D,D,True,False,False,D
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__14901,real_transfer,messenger_upload_download,training_marker_cone,J,J,True,False,False,J
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__14978,real_transfer,messenger_upload_download,calcium_bottle,B,B,True,False,False,B
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__15012,real_transfer,messenger_upload_download,calcium_bottle,B,B,True,False,False,B
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__15024,real_transfer,messenger_upload_download,baseball,A,A,True,False,False,A. baseball
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__15051,real_transfer,messenger_upload_download,hair_brush,E,E,True,False,False,E
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__15150,real_transfer,messenger_upload_download,dymo_label_maker,D,C,False,False,False,C
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__15162,real_transfer,messenger_upload_download,hair_brush,E,E,True,False,False,E
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__15164,real_transfer,messenger_upload_download,lg_cell_phone,F,F,True,False,False,F
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__15207,real_transfer,messenger_upload_download,calcium_bottle,B,B,True,False,False,B
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__15222,real_transfer,messenger_upload_download,calcium_bottle,B,B,True,False,False,B
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__15247,real_transfer,messenger_upload_download,toy,I,I,True,False,False,I. toy
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__15309,real_transfer,messenger_upload_download,baseball,A,A,True,False,False,A. baseball
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__15321,real_transfer,messenger_upload_download,toy,I,I,True,False,False,I. toy
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__15381,real_transfer,messenger_upload_download,calcium_bottle,B,B,True,False,False,B
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__15409,real_transfer,messenger_upload_download,dymo_label_maker,D,D,True,False,False,D
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__15491,real_transfer,messenger_upload_download,hair_brush,E,E,True,False,False,E
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__15550,real_transfer,messenger_upload_download,hair_brush,E,E,True,False,False,E
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__15600,real_transfer,messenger_upload_download,toy,I,I,True,False,False,I. toy
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__15604,real_transfer,messenger_upload_download,training_marker_cone,J,J,True,False,False,J
OpenGVLab/InternVL3-1B-hf,huggingface,,real_transfer__messenger_upload_download__rep_01__15621,real_transfer,messenger_upload_download,baseball,A,A,True,False,False,A. baseball
